date,gross,turnover,net,passive_gross
2020-09-25,-0.0008797651177394616,1.0,-0.0017797651177394616,0.004803344679941812
2020-09-26,-0.007171003663578035,1.0,-0.008071003663578035,0.007171003663578035
2020-09-27,0.00856297545644119,0.0,0.00856297545644119,-0.00856297545644119
2020-09-28,-0.0014871524114278278,1.0,-0.0023871524114278276,0.014983635248194793
2020-09-29,0.002891237250952805,1.0,0.0019912372509528053,-0.002891237250952805
2020-09-30,0.01700467502806402,0.0,0.01700467502806402,-0.01700467502806402
2020-10-01,0.007979043234096372,1.0,0.007079043234096373,-0.012567931401017751
2020-10-02,0.0008341700951784992,1.0,-6.582990482150082e-05,-0.0008341700951784992
2020-10-03,-0.015187035562442719,0.0,-0.015187035562442719,0.015187035562442719
2020-10-04,-0.007660286512407688,0.0,-0.007660286512407688,0.007660286512407688
2020-10-05,0.027118286523423907,0.0,0.027118286523423907,-0.027118286523423907
2020-10-06,0.0019298407873044043,1.0,0.0010298407873044044,0.004365644162212745
2020-10-07,-0.025865051844284226,1.0,-0.026765051844284227,0.025865051844284226
2020-10-08,-0.025769319370586796,0.0,-0.025769319370586796,0.025769319370586796
2020-10-09,0.0034420011212378254,1.0,0.0025420011212378257,0.01850966864630499
2020-10-10,-0.00155601964729557,0.0,-0.00155601964729557,0.008268011444143686
2020-10-11,-0.02350643716099543,1.0,-0.024406437160995432,0.02350643716099543
2020-10-12,0.0024054426836002674,1.0,0.0015054426836002674,-0.01174684315635205
2020-10-13,0.002966771313871408,0.0,0.002966771313871408,-0.00320056019988052
2020-10-14,-0.0024335244228612662,1.0,-0.003333524422861266,0.0024335244228612662
2020-10-15,0.007998843274281964,1.0,0.007098843274281964,-0.024148175050048015
2020-10-16,-0.0020519669545727703,0.0,-0.0020519669545727703,0.005663491321760916
2020-10-17,-0.019581336326600418,1.0,-0.02048133632660042,0.019581336326600418
2020-10-18,-0.01236762543134906,0.0,-0.01236762543134906,0.01236762543134906
2020-10-19,0.00746569944466452,0.0,0.00746569944466452,-0.00746569944466452
2020-10-20,-0.06622385950367993,0.0,-0.06622385950367993,0.06622385950367993
2020-10-21,-0.022889481351242913,1.0,-0.023789481351242914,0.03756443534530918
2020-10-22,0.004129606429203514,0.0,0.004129606429203514,-0.007634246897044117
2020-10-23,0.003596188629285124,0.0,0.003596188629285124,0.011002509667636606
2020-10-24,0.01078006177505797,1.0,0.00988006177505797,-0.01078006177505797
2020-10-25,0.017330711843550617,1.0,0.016430711843550615,-0.015537764971114587
2020-10-26,-0.0362938158708761,1.0,-0.0371938158708761,0.0362938158708761
2020-10-27,0.032420738417200445,0.0,0.032420738417200445,-0.032420738417200445
2020-10-28,0.008551251504016866,1.0,0.007651251504016866,0.0057178795337929356
2020-10-29,0.009872215785248661,0.0,0.009872215785248661,-0.0021134221141649867
2020-10-30,-0.013703627173695887,1.0,-0.014603627173695887,0.013703627173695887
2020-10-31,-0.01427918463977812,1.0,-0.01517918463977812,0.012140108430656216
2020-11-01,0.02491310978304151,1.0,0.024013109783041508,-0.02491310978304151
2020-11-02,-0.02384180872703734,0.0,-0.02384180872703734,0.02384180872703734
2020-11-03,-0.02312878167513055,0.0,-0.02312878167513055,0.02312878167513055
2020-11-04,0.033477208995675745,1.0,0.03257720899567575,0.06875758863243686
2020-11-05,-0.04738528974135847,0.0,-0.04738528974135847,0.04673743938581043
2020-11-06,-0.001740510090045222,0.0,-0.001740510090045222,-0.04714420818835424
2020-11-07,0.044093727341833366,1.0,0.04319372734183337,0.044093727341833366
2020-11-08,0.01572348066346796,2.0,0.01392348066346796,-0.01572348066346796
2020-11-09,-0.007792114911461534,1.0,-0.008692114911461534,0.005756678750763855
2020-11-10,-0.02680631708759429,1.0,-0.02770631708759429,0.02680631708759429
2020-11-11,0.020126192451367098,1.0,0.019226192451367096,0.018614607230351743
2020-11-12,-0.014296884643899777,0.0,-0.014296884643899777,0.016067093815842037
2020-11-13,0.008642152474962306,0.0,0.008642152474962306,-0.0239754408755824
2020-11-14,-0.01036725484121731,2.0,-0.01216725484121731,-0.017426795799933503
2020-11-15,-0.03762144968875414,1.0,-0.038521449688754136,0.03762144968875414
2020-11-16,-0.05174489569085772,0.0,-0.05174489569085772,0.05174489569085772
2020-11-17,0.0005731355048053666,0.0,0.0005731355048053666,-0.0005731355048053666
2020-11-18,0.00823412870366863,1.0,0.007334128703668631,-0.006732113640764037
2020-11-19,0.0651940452363049,1.0,0.0642940452363049,0.0651940452363049
2020-11-20,-0.04268217778916494,2.0,-0.044482177789164946,0.04268217778916494
2020-11-21,-0.014687707532572536,1.0,-0.015587707532572536,-0.0007834801405205427
2020-11-22,-0.042085196088948285,1.0,-0.04298519608894828,0.042085196088948285
2020-11-23,-0.01859358499423691,0.0,-0.01859358499423691,0.01859358499423691
2020-11-24,0.040821238370362556,0.0,0.040821238370362556,-0.040821238370362556
2020-11-25,-0.08553456702844847,2.0,-0.08733456702844847,-0.08553456702844847
2020-11-26,-0.0013962272791064878,0.0,-0.0013962272791064878,-0.0013962272791064878
2020-11-27,0.03509107414423074,0.0,0.03509107414423074,0.03509107414423074
2020-11-28,-0.049197905285429666,2.0,-0.05099790528542967,0.049197905285429666
2020-11-29,-0.07655843747619206,0.0,-0.07655843747619206,0.07655843747619206
2020-11-30,0.04909184640650205,0.0,0.04909184640650205,-0.04909184640650205
2020-12-01,0.021636552705947443,2.0,0.019836552705947443,0.021636552705947443
2020-12-02,-0.02155325076715453,2.0,-0.02335325076715453,0.02155325076715453
2020-12-03,0.01960726876618557,1.0,0.01870726876618557,-0.05932428924306998
2020-12-04,0.039383768938130115,1.0,0.03848376893813012,0.039383768938130115
2020-12-05,-0.009500314777472041,2.0,-0.01130031477747204,0.009500314777472041
2020-12-06,0.013499856173398161,0.0,0.013499856173398161,-0.013499856173398161
2020-12-07,0.052715500257813686,0.0,0.052715500257813686,-0.052715500257813686
2020-12-08,0.02227891865375997,2.0,0.020478918653759972,0.02227891865375997
2020-12-09,0.0200317815545063,2.0,0.0182317815545063,-0.0200317815545063
2020-12-10,-0.018997315706334894,2.0,-0.020797315706334894,-0.018997315706334894
2020-12-11,0.04308867605247635,0.0,0.04308867605247635,0.04308867605247635
2020-12-12,-0.02968329872954545,2.0,-0.03148329872954545,0.02968329872954545
2020-12-13,0.006292182688068637,1.0,0.005392182688068637,-0.00117353595083447
2020-12-14,-0.005980905694609184,1.0,-0.006880905694609184,0.005980905694609184
2020-12-15,-0.0903670418151794,0.0,-0.0903670418151794,0.0903670418151794
2020-12-16,0.029922090447121463,1.0,0.029022090447121462,0.038585262549196364
2020-12-17,-0.0018702056105447395,0.0,-0.0018702056105447395,0.015478479623623476
2020-12-18,-0.01865081508666888,1.0,-0.019550815086668883,0.01865081508666888
2020-12-19,0.022766888409248398,0.0,0.022766888409248398,-0.022766888409248398
2020-12-20,0.039659647643608076,0.0,0.039659647643608076,-0.039659647643608076
2020-12-21,-0.04776993837210708,0.0,-0.04776993837210708,0.04776993837210708
2020-12-22,0.05211755870262852,0.0,0.05211755870262852,-0.05211755870262852
2020-12-23,-0.012157331294353257,1.0,-0.013057331294353257,0.033525433921850034
2020-12-24,-0.03256713958980462,1.0,-0.033467139589804615,0.03256713958980462
2020-12-25,-0.04450415215989456,0.0,-0.04450415215989456,0.04450415215989456
2020-12-26,-0.03339585214393298,0.0,-0.03339585214393298,0.03339585214393298
2020-12-27,-0.017883451195514377,1.0,-0.01878345119551438,0.048237317732102936
2020-12-28,-0.006730908702648808,1.0,-0.007630908702648808,0.006730908702648808
2020-12-29,-0.040991855908114494,0.0,-0.040991855908114494,0.040991855908114494
2020-12-30,0.009636995945940863,0.0,0.009636995945940863,-0.009636995945940863
2020-12-31,-0.012153086255422774,1.0,-0.013053086255422773,0.0019551014098183606
2021-01-01,-0.017211111601136087,0.0,-0.017211111601136087,0.0798388708581087
2021-01-02,-0.14427514016124443,1.0,-0.14517514016124444,0.14427514016124443
2021-01-03,-0.01695272537466469,0.0,-0.01695272537466469,0.01695272537466469
2021-01-04,-0.058557366584185866,0.0,-0.058557366584185866,0.058557366584185866
2021-01-05,-0.09103135429255083,0.0,-0.09103135429255083,0.09103135429255083
2021-01-06,-0.04301753632884053,0.0,-0.04301753632884053,0.04301753632884053
2021-01-07,-0.0113475218795841,0.0,-0.0113475218795841,0.0113475218795841
2021-01-08,0.03036367935964579,1.0,0.02946367935964579,0.018176499615315755
2021-01-09,0.03269691111027362,1.0,0.03179691111027362,-0.03269691111027362
2021-01-10,-0.030685725861529622,1.0,-0.03158572586152962,-0.10265292273324811
2021-01-11,0.0021608388580018345,0.0,0.0021608388580018345,-0.036061170961662226
2021-01-12,0.08671299808010913,1.0,0.08581299808010913,0.08671299808010913
2021-01-13,-0.06874062319845775,2.0,-0.07054062319845775,0.06874062319845775
2021-01-14,-0.005072162744835351,1.0,-0.005972162744835351,-0.05629737831457271
2021-01-15,0.015205076865009104,1.0,0.014305076865009104,0.015205076865009104
2021-01-16,-0.004192384644700842,1.0,-0.0050923846447008415,-0.0004296487610685462
2021-01-17,0.0006532882179705046,0.0,0.0006532882179705046,0.021749478732798644
2021-01-18,-0.03237919944860412,1.0,-0.03327919944860412,0.03237919944860412
2021-01-19,-0.010155333815106082,1.0,-0.011055333815106082,-0.001637433774091146
2021-01-20,0.03149645401193413,0.0,0.03149645401193413,-0.1617003012295709
2021-01-21,0.08870957094294996,1.0,0.08780957094294996,0.08870957094294996
2021-01-22,-0.013558333491413277,1.0,-0.014458333491413277,-0.012763279054522847
2021-01-23,-0.0615737701791087,0.0,-0.0615737701791087,0.0672443232061054
2021-01-24,0.026708590057816117,0.0,0.026708590057816117,-0.02688528000415824
2021-01-25,-0.014934480381514237,0.0,-0.014934480381514237,0.02155594363281177
2021-01-26,0.01410043808804523,0.0,0.01410043808804523,-0.07882986052759061
2021-01-27,0.08596093811611927,1.0,0.08506093811611927,0.08596093811611927
2021-01-28,-0.005432406329892392,1.0,-0.006332406329892392,0.03202745273500229
2021-01-29,0.0006814551310894701,0.0,0.0006814551310894701,-0.00036965034190800106
2021-01-30,0.040837877587265425,1.0,0.03993787758726543,-0.040837877587265425
2021-01-31,-0.03002145697080505,0.0,-0.03002145697080505,0.03002145697080505
2021-02-01,-0.07903348176862335,0.0,-0.07903348176862335,0.07903348176862335
2021-02-02,-0.08082150893558582,0.0,-0.08082150893558582,0.08082150893558582
2021-02-03,0.02974038984973537,0.0,0.02974038984973537,-0.02974038984973537
2021-02-04,0.05702773331262234,2.0,0.05522773331262234,0.05702773331262234
2021-02-05,0.000750105669318657,2.0,-0.001049894330681343,-0.000750105669318657
2021-02-06,0.024298924189953053,0.0,0.024298924189953053,-0.024298924189953053
2021-02-07,-0.1406591896637973,0.0,-0.1406591896637973,0.1406591896637973
2021-02-08,-0.005913498864349109,0.0,-0.005913498864349109,0.005913498864349109
2021-02-09,0.025384509040313252,0.0,0.025384509040313252,-0.025384509040313252
2021-02-10,-0.04816271149063611,0.0,-0.04816271149063611,0.04816271149063611
2021-02-11,-0.008192263775486042,0.0,-0.008192263775486042,0.008192263775486042
2021-02-12,0.008289938971928312,0.0,0.008289938971928312,-0.008289938971928312
2021-02-13,-0.011095023049916608,0.0,-0.011095023049916608,0.011095023049916608
2021-02-14,0.01274127030861888,0.0,0.01274127030861888,-0.01274127030861888
2021-02-15,-0.013526425841336898,0.0,-0.013526425841336898,0.013526425841336898
2021-02-16,-0.04943820499708662,0.0,-0.04943820499708662,0.04943820499708662
2021-02-17,-0.01881246830273503,0.0,-0.01881246830273503,0.01881246830273503
2021-02-18,-0.04619018706839717,0.0,-0.04619018706839717,0.04619018706839717
2021-02-19,0.011321321650344163,0.0,0.011321321650344163,-0.011321321650344163
2021-02-20,-0.01940018136183219,0.0,-0.01940018136183219,0.01940018136183219
2021-02-21,0.0692511762384197,0.0,0.0692511762384197,-0.0692511762384197
2021-02-22,0.1042083833938619,0.0,0.1042083833938619,-0.1042083833938619
2021-02-23,-0.022448096370485504,0.0,-0.022448096370485504,0.022448096370485504
2021-02-24,0.0698190950422618,0.0,0.0698190950422618,-0.0698190950422618
2021-02-25,0.004075270829058786,1.0,0.003175270829058786,-0.021003183701057693
2021-02-26,-0.00652797554538237,0.0,-0.00652797554538237,0.002844926108374113
2021-02-27,0.0028286575256329938,0.0,0.0028286575256329938,-0.02388363836019336
2021-02-28,-0.003775983490592494,0.0,-0.003775983490592494,0.10239800430517676
2021-03-01,0.014901685645434426,0.0,0.014901685645434426,-0.038020230958593915
2021-03-02,-0.007508174230462572,0.0,-0.007508174230462572,0.046911444004918534
2021-03-03,-0.010538687327481089,0.0,-0.010538687327481089,-0.02869278667110131
2021-03-04,0.007450350678221529,0.0,0.007450350678221529,0.00035589435915284184
2021-03-05,-0.041264766741904046,1.0,-0.042164766741904045,0.041264766741904046
2021-03-06,-0.04434117728974685,0.0,-0.04434117728974685,0.04434117728974685
2021-03-07,-0.04476608910182456,0.0,-0.04476608910182456,0.04476608910182456
2021-03-08,-0.034137100562641076,0.0,-0.034137100562641076,0.034137100562641076
2021-03-09,0.011342029187239089,0.0,0.011342029187239089,-0.011342029187239089
2021-03-10,-0.025742283668087618,0.0,-0.025742283668087618,0.025742283668087618
2021-03-11,0.02111615803167427,0.0,0.02111615803167427,-0.02111615803167427
2021-03-12,-0.07889641448860596,0.0,-0.07889641448860596,0.07889641448860596
2021-03-13,0.037453650066962885,0.0,0.037453650066962885,-0.037453650066962885
2021-03-14,0.04329358770087405,0.0,0.04329358770087405,-0.04329358770087405
2021-03-15,-0.014894627733420984,0.0,-0.014894627733420984,0.014894627733420984
2021-03-16,-0.022795074218266653,0.0,-0.022795074218266653,0.022795074218266653
2021-03-17,0.023758395446067226,0.0,0.023758395446067226,-0.023758395446067226
2021-03-18,-0.0059838514219378025,1.0,-0.006883851421937802,0.012607653465229407
2021-03-19,0.00020644651173140627,1.0,-0.0006935534882685937,-0.00020644651173140627
2021-03-20,-5.980014514311849e-05,1.0,-0.0009598001451431185,-0.01286086320920371
2021-03-21,0.05710024758942317,1.0,0.05620024758942317,-0.05710024758942317
2021-03-22,0.006215979275113359,1.0,0.005315979275113359,-0.0014522123047482904
2021-03-23,0.007105078820975552,0.0,0.007105078820975552,-0.04459507944481511
2021-03-24,-0.008421173549175376,1.0,-0.009321173549175376,-0.008421173549175376
2021-03-25,0.07203841162193148,0.0,0.07203841162193148,0.07203841162193148
2021-03-26,-0.01125121437362242,2.0,-0.01305121437362242,0.01125121437362242
2021-03-27,-0.007833647710839609,2.0,-0.009633647710839608,-0.007833647710839609
2021-03-28,-0.0551036715134845,2.0,-0.0569036715134845,0.0551036715134845
2021-03-29,-0.016167206420989344,0.0,-0.016167206420989344,0.016167206420989344
2021-03-30,-0.02138633835483761,0.0,-0.02138633835483761,0.02138633835483761
2021-03-31,-0.012852420836728717,1.0,-0.013752420836728717,0.012510067896553678
2021-04-01,-0.040127493395239244,0.0,-0.040127493395239244,0.044037034944996
2021-04-02,-0.04543079429454716,1.0,-0.04633079429454716,-0.04543079429454716
2021-04-03,0.026800416330777233,0.0,0.026800416330777233,0.026800416330777233
2021-04-04,-0.01560566762032023,2.0,-0.01740566762032023,0.01560566762032023
2021-04-05,0.008483996771594893,0.0,0.008483996771594893,-0.008483996771594893
2021-04-06,0.01764050712394577,1.0,0.01674050712394577,-0.0527786273371163
2021-04-07,0.04877233279621407,1.0,0.04787233279621407,0.04877233279621407
2021-04-08,0.0027063355304312586,2.0,0.0009063355304312587,-0.0027063355304312586
2021-04-09,0.03010410730444224,2.0,0.02830410730444224,0.03010410730444224
2021-04-10,0.006139650087826021,0.0,0.006139650087826021,0.006139650087826021
2021-04-11,0.0043639286907091734,2.0,0.0025639286907091735,-0.0043639286907091734
2021-04-12,0.06880515844112667,2.0,0.06700515844112667,0.06880515844112667
2021-04-13,-0.0241718879779127,2.0,-0.025971887977912698,0.0241718879779127
2021-04-14,-0.015147395673969388,1.0,-0.01604739567396939,0.018331186912563524
2021-04-15,-0.032620810962622315,1.0,-0.03352081096262231,-0.032620810962622315
2021-04-16,-0.03251172212784792,0.0,-0.03251172212784792,-0.03251172212784792
2021-04-17,-0.04981726791011737,0.0,-0.04981726791011737,-0.04981726791011737
2021-04-18,-0.02126895001615653,0.0,-0.02126895001615653,-0.02126895001615653
2021-04-19,0.03196247246520256,1.0,0.03106247246520256,0.04619607495465394
2021-04-20,0.017570225914608772,1.0,0.01667022591460877,-0.017570225914608772
2021-04-21,-0.010818442001183759,2.0,-0.012618442001183758,-0.010818442001183759
2021-04-22,-0.011843154961571567,0.0,-0.011843154961571567,-0.011843154961571567
2021-04-23,-0.04306963103660033,0.0,-0.04306963103660033,-0.04306963103660033
2021-04-24,0.014401808905500024,0.0,0.014401808905500024,0.014401808905500024
2021-04-25,-0.004581035514499954,1.0,-0.0054810355144999535,0.09598845377529841
2021-04-26,-0.035719217803454106,1.0,-0.036619217803454104,0.035719217803454106
2021-04-27,0.016905214307947725,1.0,0.016005214307947723,0.01389223367845932
2021-04-28,-0.010170251468627767,1.0,-0.011070251468627767,-0.010170251468627767
2021-04-29,0.041434261036503495,0.0,0.041434261036503495,0.041434261036503495
2021-04-30,0.030163450741355957,1.0,0.029263450741355956,0.03200245485736275
2021-05-01,0.011385556964423005,0.0,0.011385556964423005,-0.00975894435970348
2021-05-02,0.07639450385212221,0.0,0.07639450385212221,0.08684340281870317
2021-05-03,0.06270018187097887,1.0,0.06180018187097887,-0.06270018187097887
2021-05-04,0.08384647885513852,2.0,0.08204647885513852,0.08384647885513852
2021-05-05,0.01397359262411213,2.0,0.01217359262411213,-0.01397359262411213
2021-05-06,0.00670499817423903,2.0,0.00490499817423903,0.00670499817423903
2021-05-07,0.0753931241302942,0.0,0.0753931241302942,0.0753931241302942
2021-05-08,0.007027352451349167,1.0,0.006127352451349167,-0.0035263064850963866
2021-05-09,0.023610527056797115,0.0,0.023610527056797115,-0.018021770829016348
2021-05-10,0.03648544859648717,1.0,0.03558544859648717,0.03648544859648717
2021-05-11,0.10406298978874379,2.0,0.10226298978874379,-0.10406298978874379
2021-05-12,-0.013371705070485296,2.0,-0.015171705070485295,-0.013371705070485296
2021-05-13,0.04630820029742544,1.0,0.04540820029742544,0.04974038613957832
2021-05-14,-0.08343822774768456,1.0,-0.08433822774768455,-0.08343822774768456
2021-05-15,-0.012398992169882272,0.0,-0.012398992169882272,-0.012398992169882272
2021-05-16,-0.01065927577795478,1.0,-0.01155927577795478,-0.0729760219524268
2021-05-17,0.006194844485130635,1.0,0.005294844485130635,0.006194844485130635
2021-05-18,-0.21056141063167022,0.0,-0.21056141063167022,-0.21056141063167022
2021-05-19,0.11987458436740206,0.0,0.11987458436740206,0.11987458436740206
2021-05-20,-0.020575270410141122,1.0,-0.021475270410141124,-0.10137718243640331
2021-05-21,-0.02534106618987836,1.0,-0.02624106618987836,-0.02534106618987836
2021-05-22,-0.08055402792697802,0.0,-0.08055402792697802,-0.08055402792697802
2021-05-23,0.19141064716611045,0.0,0.19141064716611045,0.19141064716611045
2021-05-24,-0.0046231651575416866,2.0,-0.006423165157541686,0.0046231651575416866
2021-05-25,0.045204980614986456,2.0,0.04340498061498645,0.045204980614986456
2021-05-26,0.015662574994579626,1.0,0.014762574994579626,-0.03380465829276774
2021-05-27,-0.09739188754659406,1.0,-0.09829188754659406,-0.09739188754659406
2021-05-28,-0.042481825289766684,0.0,-0.042481825289766684,-0.042481825289766684
2021-05-29,0.038501151669699585,0.0,0.038501151669699585,0.038501151669699585
2021-05-30,0.04447221532732504,1.0,0.04357221532732504,0.08971583318942711
2021-05-31,0.02075110417582865,1.0,0.019851104175828648,-0.02075110417582865
2021-06-01,0.0016667789301069158,1.0,0.0007667789301069158,0.025529309995220406
2021-06-02,0.005570339214465925,0.0,0.005570339214465925,0.0502381316415621
2021-06-03,0.0014489924894776074,0.0,0.0014489924894776074,-0.06015579098453394
2021-06-04,-0.029349003571128573,1.0,-0.030249003571128575,-0.029349003571128573
2021-06-05,0.020005512841682838,0.0,0.020005512841682838,0.020005512841682838
2021-06-06,0.05343788641907926,2.0,0.05163788641907926,-0.05343788641907926
2021-06-07,-0.018924394214522355,2.0,-0.020724394214522355,-0.018924394214522355
2021-06-08,-0.03949248365447644,1.0,-0.04039248365447644,0.08055373451698211
2021-06-09,0.036169928501832205,1.0,0.03526992850183221,-0.036169928501832205
2021-06-10,-0.014743159632628122,2.0,-0.016543159632628122,-0.014743159632628122
2021-06-11,0.02747227965879573,1.0,0.026572279658795727,-0.020365258023373856
2021-06-12,-0.019643306869867927,0.0,-0.019643306869867927,0.07810184724122882
2021-06-13,-0.03340066415576859,1.0,-0.03430066415576859,0.03340066415576859
2021-06-14,0.011806794844210378,0.0,0.011806794844210378,-0.011806794844210378
2021-06-15,0.056886015172762316,0.0,0.056886015172762316,-0.056886015172762316
2021-06-16,-0.002200142873604316,2.0,-0.0040001428736043156,-0.002200142873604316
2021-06-17,0.05916100257725099,2.0,0.057361002577250984,-0.05916100257725099
2021-06-18,-0.020228340428710412,2.0,-0.02202834042871041,-0.020228340428710412
2021-06-19,0.016560636229121517,1.0,0.015660636229121516,0.019842141099524202
2021-06-20,0.13583900729938625,1.0,0.13493900729938624,-0.13583900729938625
2021-06-21,0.01259966193236095,2.0,0.010799661932360951,0.01259966193236095
2021-06-22,-0.041613823570860076,2.0,-0.04341382357086008,0.041613823570860076
2021-06-23,-0.020055580724998356,0.0,-0.020055580724998356,0.020055580724998356
2021-06-24,0.08982100718392244,0.0,0.08982100718392244,-0.08982100718392244
2021-06-25,0.016823871119828526,2.0,0.015023871119828527,0.016823871119828526
2021-06-26,-0.07914213207538512,2.0,-0.08094213207538511,0.07914213207538512
2021-06-27,-0.022800394524297107,0.0,-0.022800394524297107,0.022800394524297107
2021-06-28,-0.03994772340873043,0.0,-0.03994772340873043,0.03994772340873043
2021-06-29,-0.013413598976989849,0.0,-0.013413598976989849,0.013413598976989849
2021-06-30,0.0591672548383394,0.0,0.0591672548383394,-0.0591672548383394
2021-07-01,0.007121052644398329,1.0,0.006221052644398329,0.015533606230179853
2021-07-02,-0.029972814406923898,1.0,-0.0308728144069239,0.029972814406923898
